
Dérive pour le trimestre 2016Q2 comparé à 2016Q1:
                   variable    type  drift_score  drift_detected    psi
    is_First_time_homeowner categorical     0.082456           False 0.054693
 is_First_time_homeowner_No categorical     0.082456           False 0.054693
   is_Occupancy_status_prim categorical     0.017235           False 0.002379
   is_Occupancy_status_inve categorical     0.024952           False 0.004997
   is_Occupancy_status_seco categorical     0.006992           False 0.000391
is_Origination_channel_reta categorical     0.059278           False 0.028146
is_Origination_channel_brok categorical     0.024502           False 0.004809
is_Origination_channel_corr categorical     0.046081           False 0.017006
 is_Origination_channel_tpo categorical     0.000000           False 0.000000
      is_Property_type_cond categorical     0.016595           False 0.002206
      is_Property_type_coop categorical     0.005215           False 0.000219
      is_Property_type_manu categorical     0.010337           False 0.000861
       is_Property_type_pud categorical     0.000958           False 0.000007
      is_Property_type_sing categorical     0.009358           False 0.000701
                      DFlag categorical     0.072894           False 0.046294

Dérive pour le trimestre 2019Q3 comparé à 2016Q1:
                   variable        type  drift_score  drift_detected      psi
               Credit_Score     numeric     0.046884           False 0.010025
         Mortgage_Insurance     numeric     0.082086           False 0.012370
            Number_of_units     numeric     0.003464           False 0.000000
             CLoan_to_value     numeric     0.071497           False 0.067583
             Debt_to_income     numeric     0.035842           False 0.018008
             OLoan_to_value     numeric     0.080188           False 0.084046
            Single_borrower categorical     0.013944           False 0.001556
       is_Loan_purpose_purc categorical     0.044839           False 0.016096
       is_Loan_purpose_cash categorical     0.036638           False 0.010748
       is_Loan_purpose_noca categorical     0.013607           False 0.001481
    is_First_time_homeowner categorical     0.037094           False 0.011022
 is_First_time_homeowner_No categorical     0.037094           False 0.011022
   is_Occupancy_status_prim categorical     0.021638           False 0.003752
   is_Occupancy_status_inve categorical     0.031916           False 0.008194
   is_Occupancy_status_seco categorical     0.009068           False 0.000659
is_Origination_channel_reta categorical     0.052936           False 0.022440
is_Origination_channel_brok categorical     0.009443           False 0.000713
is_Origination_channel_corr categorical     0.049609           False 0.019713
 is_Origination_channel_tpo categorical     0.000000           False 0.000000
      is_Property_type_cond categorical     0.012099           False 0.001172
      is_Property_type_coop categorical     0.005621           False 0.000255
      is_Property_type_manu categorical     0.007447           False 0.000445
       is_Property_type_pud categorical     0.003551           False 0.000101
      is_Property_type_sing categorical     0.003953           False 0.000125
                      DFlag categorical     0.108721            True 0.108814

Dérive pour le trimestre 2019Q4 comparé à 2016Q1:
                   variable        type  drift_score  drift_detected      psi
               Credit_Score     numeric     0.043514           False 0.008611
         Mortgage_Insurance     numeric     0.030954           False 0.013459
            Number_of_units     numeric     0.002372           False 0.000000
             CLoan_to_value     numeric     0.028124           False 0.026247
             Debt_to_income     numeric     0.041638           False 0.021431
             OLoan_to_value     numeric     0.030294           False 0.038381
            Single_borrower categorical     0.016081           False 0.002069
       is_Loan_purpose_purc categorical     0.019068           False 0.002909
       is_Loan_purpose_cash categorical     0.002480           False 0.000049
       is_Loan_purpose_noca categorical     0.018441           False 0.002721
    is_First_time_homeowner categorical     0.003172           False 0.000080
 is_First_time_homeowner_No categorical     0.003172           False 0.000080
   is_Occupancy_status_prim categorical     0.020231           False 0.003279
   is_Occupancy_status_inve categorical     0.028582           False 0.006564
   is_Occupancy_status_seco categorical     0.006962           False 0.000388
is_Origination_channel_reta categorical     0.043124           False 0.014887
is_Origination_channel_brok categorical     0.003737           False 0.000112
is_Origination_channel_corr categorical     0.043108           False 0.014880
 is_Origination_channel_tpo categorical     0.000000           False 0.000000
      is_Property_type_cond categorical     0.003037           False 0.000074
      is_Property_type_coop categorical     0.005184           False 0.000217
      is_Property_type_manu categorical     0.008482           False 0.000578
       is_Property_type_pud categorical     0.004887           False 0.000191
      is_Property_type_sing categorical     0.002050           False 0.000034
                      DFlag categorical     0.113080            True 0.118475
